rouge_scores_rouge1,rouge_scores_rouge2,rouge_scores_rougeL,rouge_scores_rougeLsum,avg_bertscore_precision,avg_bertscore_recall,avg_bertscore_f1,bleu_score_bleu,bleu_score_precisions,bleu_score_brevity_penalty,bleu_score_length_ratio,bleu_score_translation_length,bleu_score_reference_length
0.3814416499616997,0.18239392538275095,0.29580137514806654,0.2988927491197754,0.8892960347235203,0.8646559206992388,0.8765477740466595,0.10877346483351724,"[0.4649309695306492, 0.19848442564884186, 0.11946003237773051, 0.08319766628115124]",0.6250442895445497,0.6803032230042498,283498.0,416723.0
